BpHYR1_020893	phosphatidylserine phosphatidylglycerophosphate cardiolinpin synthase and related enzymes	Phosphatidylserine/phosphatidylglycerophosphate/cardiolinpin synthase -like protein	SUSPECT_PRODUCT_NAMES: 12 features May contain plural
BpHYR1_020957	E3 ubiquitin- ligase RNF130	E3 ubiquitin-ligase RNF130-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_020961	E3 ubiquitin- ligase RNF130 isoform X1	E3 ubiquitin-ligase RNF130-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021075	AMME syndrome candidate gene 1	AMME syndrome candidate 1 protein	
BpHYR1_021115	coiled-coil domain-containing 153	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021121	AT04666p	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021269	UPF0769 C21orf59 homolog isoform X2	C21orf59 (H. sapiens) -like protein	
BpHYR1_021448	dnaJ homolog subfamily B member 11	dnaJ -like protein	
BpHYR1_021486	transient receptor potential cation channel subfamily A member 1 homolog	transient receptor potential cation channel subfamily A member 1 -like protein	
BpHYR1_021537	neurogenic locus notch homolog 1	neurogenic locus notch -like protein	
BpHYR1_021544	telomere length regulation TEL2 homolog isoform X1	telomere length regulation TEL2 -like protein	
BpHYR1_021555	asteroid homolog 1-like	asteroid 1 -like protein	
BpHYR1_021619	FAM221B isoform X1	FAM221B (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021621	centrosome-associated CEP250-like isoform X1	centrosome-associated CEP250 (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021623	centrosome-associated CEP250-like isoform X1	centrosome-associated CEP250 (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021643	tubby homolog	tubby -like protein	
BpHYR1_021664	UPF0235 C15orf40 homolog	C15orf40 (H. sapiens) -like protein	
BpHYR1_021743	suppressor of G2 allele of SKP1 homolog isoform X1	suppressor of G2 allele of SKP1 -like protein	
BpHYR1_021749	RING finger 219	RING finger protein 219 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021825	PIWI	Piwi -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_021826	periodic tryptophan 1 homolog	periodic tryptophan 1 -like protein	
BpHYR1_021922	AGAP000975-PA-like protein	AGAP000975-PA (A. gambiae) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_021995	dispatched homolog 1	dispatched -like protein	
BpHYR1_022009	asunder homolog	Asunder -like protein	
BpHYR1_022042	dnaJ homolog subfamily B member 4	dnaJ -like protein	
BpHYR1_022092	Y-box factor homolog isoform X1	Y-box factor -like protein	
BpHYR1_022096	UPF0562 C7orf55 homolog	C7orf55 (H. sapiens) -like protein	
BpHYR1_022114	LSM14 homolog A isoform X2	LSM14  -like protein	
BpHYR1_022157	bicaudal D-related homolog	bicaudal D-related  -like protein	
BpHYR1_022189	endothelial differentiation-related factor 1 homolog	endothelial differentiation-related factor 1 -like protein	
BpHYR1_022207	SYS1 homolog	SYS1 -like protein	
BpHYR1_022215	transmembrane 145	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_022340	eyes absent homolog 1-like isoform X1	eyes absent 1 -like protein	
BpHYR1_022346	transmembrane 165	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_022381	shisa-6 homolog isoform X2	shisa-6 -like protein	
BpHYR1_022418	THO complex subunit 5 homolog	THO complex subunit 5 -like protein	
BpHYR1_022479	putative uncharacterized protein C20orf85 homolog	C20orf85 (H. sapiens) -like protein	
BpHYR1_022485	meiotic recombination REC114-like	meiotic recombination REC114 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_022528	AChain Crystal Structure Of Engineered Northeast Structural Genomics Consortium Target	-	FATAL: SUSPECT_PRODUCT_NAMES: 4 features contain 'Crystal Structure'
BpHYR1_022669	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog isoform X2	lipopolysaccharide-induced tumor necrosis factor-alpha -like protein	
BpHYR1_022701	repressor of RNA polymerase III transcription MAF1 homolog	repressor of RNA polymerase III transcription MAF1 -like protein	
BpHYR1_022737	putative G- coupled receptor 139	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_022828	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_022868	UV radiation resistance-associated gene	UV radiation resistance-associated protein	
BpHYR1_022948	spermatogenesis-defective 39 homolog	spermatogenesis-defective 39 -like protein	
BpHYR1_022949	ribosomal RNA processing 36 homolog	ribosomal RNA processing 36 -like protein	
BpHYR1_022961	isoform CRA_d	-	
BpHYR1_023035	transcription elongation factor 1 homolog	transcription elongation factor 1 -like	
BpHYR1_023042	partitioning defective 3 homolog	partitioning defective 3 -like protein	
BpHYR1_023139	cdc42 homolog	cdc42 -like protein	
BpHYR1_023148	pre-rRNA-processing TSR1 homolog	pre-rRNA-processing TSR1 -like protein	
BpHYR1_023157	nanos homolog 1-like	nanos -like protein	
BpHYR1_023164	Gene model (NCBI)	-	
BpHYR1_023249	diaphanous homolog 2-like isoform X3	diaphanous -like protein	
BpHYR1_023273	3)-fucosyltransferase C-like isoform X1	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_023274	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	UDP-N-acetylglucosamine transferase subunit ALG14 -like protein	
BpHYR1_023278	UPF0568 C14orf166 homolog	C14orf166 (H. sapiens) -like protein	
BpHYR1_023337	centrosomal of 128 kDa-like isoform X1	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_023375	E3 ubiquitin- ligase RNF170 isoform X1	E3 ubiquitin-ligase RNF170-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_023420	dead ringer homolog	dead ringer -like protein	
BpHYR1_023460	centrosomal of 120	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_023464	tilB homolog	tilB -like protein	
BpHYR1_023567	transmembrane 163	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_023619	cell differentiation RCD1 homolog	cell differentiation RCD1 -like protein	
BpHYR1_023672	mago nashi homolog	mago nashi -like protein	
BpHYR1_023758	neurogenic locus notch homolog 2	neurogenic locus notch -like protein	
BpHYR1_023867	Transcription initiation factor TFIID subunit 10 ame: Full=TBP-associated factor 10 ame: Full=TBP-associated factor 25 kDa ame: Full=TAFII-23 Short=TAFII23 ame: Full=TAFII-25 Short=TAFII25 ame: Full=p25	Transcription initiation factor TFIID subunit 10 -like protein	FATAL: SUSPECT_PRODUCT_NAMES: 2 features contain '='
BpHYR1_023938	LSM14 homolog B isoform X3	LSM14 -like protein	
BpHYR1_023944	zinc finger 394	zinc finger protein 394 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_024006	cornifelin homolog B-like	Cornifelin -like protein	
BpHYR1_024107	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_024119	AATF	AATF -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_024145	neurogenic locus notch homolog 2	neurogenic locus notch 2 -like protein	
BpHYR1_024184	6)-fucosyltransferase	Alpha-(1-6)-fucosyltransferase	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_024211	CD109 antigen	CD109 antigen -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_024239	KRTCAP2 homolog	KRTCAP2 -like protein	
BpHYR1_024291	putative uncharacterized protein C6orf106 homolog isoform X2	C6orf106 (H. sapiens) -like protein	
BpHYR1_024352	raf homolog serine threonine- kinase phl	Raf serine threonine- kinase phl -like protein	
BpHYR1_024374	UPF0602 C4orf47 homolog	C4orf47 (H. sapiens) -like protein	
BpHYR1_024483	crumbs homolog 2 isoform X1	crumbs -like protein	
BpHYR1_024505	pituitary tumor-transforming gene 1 -interacting -like	pituitary tumor-transforming protein 1 -interacting -like protein	
BpHYR1_024520	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_024524	slit homolog 3 -like isoform X1	slit -like protein	
BpHYR1_024598	tafazzin homolog	tafazzin -like protein	
BpHYR1_024603	BUD31 homolog	BUD31 -like protein	
BpHYR1_024605	coiled-coil domain-containing 22 homolog	coiled-coil domain-containing protein	
BpHYR1_024665	multiple coagulation factor deficiency 2 homolog	multiple coagulation factor deficiency 2 -like protein	
BpHYR1_024673	AAEL008217	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_024691	pseudouridylate synthase 7 homolog isoform X1	pseudouridylate synthase 7 -like protein	
BpHYR1_024703	dyslexia susceptibility 1 candidate gene 1 homolog	dyslexia susceptibility 1 candidate -like protein	
BpHYR1_024716	Os10g0442532	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_024730	dnaJ homolog subfamily C member 3-like	dnaJ -like protein	
BpHYR1_024738	putative uncharacterized protein C1orf177 homolog isoform X2	C1orf177 (H. sapiens) -like protein	
BpHYR1_024740	vesicle transport through interaction with t-SNAREs homolog 1B-like	vesicle transport through interaction with t-SNAREs -like protein	
BpHYR1_024882	UPF0183 CG7083	CG7083 (D. melanogaster) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_024883	digestive organ expansion factor homolog	digestive organ expansion factor -like protein	
BpHYR1_024937	transcriptional regulator ERG homolog	transcriptional regulator ERG  -like protein	
BpHYR1_024988	4)-dienoyl- mitochondrial-like isoform X2	delta(3-5)-Delta(2-4)-dienoyl- mitochondrial-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_025124	zinc finger 687	zinc finger protein 687 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_025167	glucose-induced degradation 8 homolog	glucose-induced degradation 8  -like protein	
BpHYR1_025185	coiled-coil domain-containing 130	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_025188	meiotic nuclear division 1 homolog	meiotic nuclear division 1 -like protein	
BpHYR1_025223	male-specific lethal 1 homolog	male-specific lethal 1 -like protein	
BpHYR1_025331	nitrilase homolog 1-like	nitrilase -like protein	
BpHYR1_025339	CAAX prenyl protease 1 homolog	CAAX prenyl protease 1 -like protein	
BpHYR1_025340	CAAX prenyl protease 1 homolog	CAAX prenyl protease 1 -like protein	
BpHYR1_025389	large subunit GTPase 1 homolog	large subunit GTPase 1 -like protein	
BpHYR1_025443	E3 ubiquitin- ligase RNF168 isoform X1	E3 ubiquitin-ligase RNF168-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_025485	FAM134C isoform X1	FAM134C (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_025486	lipoma-preferred partner homolog	lipoma-preferred partner -like protein	
BpHYR1_025555	tRNA (guanine(10)-N2)-methyltransferase homolog	tRNA (guanine(10)-N2)-methyltransferase -like protein	
BpHYR1_025568	cell division cycle 16 homolog	cell division cycle 16 -like protein	
BpHYR1_025569	cell division cycle 16 homolog	cell division cycle 16 -like protein	
BpHYR1_025585	zinc finger 541	zinc finger protein 541 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_025683	MMS19 nucleotide excision repair homolog isoform X1	MMS19 nucleotide excision repair -like protein	
BpHYR1_025687	E3 ubiquitin- ligase pellino homolog 2	E3 ubiquitin-ligase pellino-like	
BpHYR1_025763	density-regulated homolog	density-regulated -like protein	
BpHYR1_025796	neurogenic locus notch homolog 1-like	neurogenic locus notch -like protein	
BpHYR1_025831	DBH-like monooxygenase 1 homolog	DBH-like monooxygenase 1 -like protein	
BpHYR1_025861	4-beta-D-mannan mannanohydrolase)	mannan endo-1-4-beta-mannosidase (beta-mannanase) (1-4-beta-D-mannan mannanohydrolase)	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_025882	spermatogenesis-defective 39 homolog	spermatogenesis-defective 39 -like protein	
BpHYR1_026004	nuclear pore complex Nup160	nuclear pore complex protein Nup160 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026084	transmembrane 232-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026104	AGAP013516-RB	AGAP013516-RB (Anopheles coluzzii) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026109	neurogenic locus notch homolog 2-like	neurogenic locus notch 2 -like protein	
BpHYR1_026116	spire homolog 1 isoform X2	spire -like protein	
BpHYR1_026118	myosin heavy clone 203-like	Myosin heavy chain -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026165	transmembrane C5orf28 homolog	transmembrane protein C5orf28 (H. sapiens) -like	
BpHYR1_026188	ribosome production factor 2 homolog	ribosome production factor 2 -like protein	
BpHYR1_026281	band 7 AGAP004871-like	band 7 protein AGAP004871 (A. gambiae) -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026292	clustered mitochondria homolog	clustered mitochondria -like protein	
BpHYR1_026317	Retrovirus-related Pol poly from transposon 412	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026355	PCTP	Phosphatidylcholine transfer protein -like	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_026374	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_026414	transmembrane 230-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026429	canopy homolog 4	canopy -like protein	
BpHYR1_026433	Golgi to ER traffic 4 homolog	Golgi to ER traffic 4 -like protein	
BpHYR1_026442	neurogenic locus notch homolog 2	neurogenic locus notch -like protein	
BpHYR1_026504	neurogenic locus notch homolog 1-like	neurogenic locus notch -like protein	
BpHYR1_026522	Transcription factor BTF3 homolog 4	Transcription factor BTF3 -like protein	
BpHYR1_026523	homeobox unc-4 homolog	homeobox unc-4 -like protein	
BpHYR1_026623	slit homolog 2 -like	slit -like protein	
BpHYR1_026749	C1orf43 homolog	C1orf43 (H. sapiens) -like protein	
BpHYR1_026796	TPR repeat-containing DDB_G0287407-like isoform X1	TPR repeat-containing protein	
BpHYR1_026837	mitochondrial import receptor subunit TOM7 homolog	mitochondrial import receptor subunit TOM7 -like protein	
BpHYR1_026851	glutaredoxin domain-containing cysteine-rich CG31559-like	glutaredoxin domain-containing cysteine-rich CG31559 (D. melanogaster) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026875	nuclear pore complex Nup155	nuclear pore complex protein Nup155 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_026888	strawberry notch homolog 1	strawberry notch -like protein	
BpHYR1_026910	dnaJ homolog subfamily C member 13-like isoform X1	dnaJ -like protein	
BpHYR1_026919	centromere kinetochore zw10 homolog	centromere kinetochore zw10 -like protein	
BpHYR1_026945	ecotropic viral integration site 5 ortholog isoform X1	ecotropic viral integration site 5 -like protein	
BpHYR1_027053	Centrosomal of 290 kDa	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_027077	putative uncharacterized protein C7orf26 homolog	C7orf26 (H. sapiens) -like protein	
BpHYR1_027257	hydrocephalus-inducing homolog	hydrocephalus-inducing -like protein	
BpHYR1_027279	proline synthase co-transcribed bacterial homolog	proline synthase co-transcribed bacterial -like protein	
BpHYR1_027314	neurogenic locus notch homolog 1-like	neurogenic locus notch 1 -like protein	
BpHYR1_027338	double-stranded RNA-binding Staufen homolog 2 isoform X4	double-stranded RNA-binding protein Staufen 2 -like	
BpHYR1_027348	UPF0691 C9orf116 homolog	C9orf116 (H. sapiens) -like protein	
BpHYR1_027393	nap homolog 2	nap -like protein	
BpHYR1_027404	centrosomal of 135 kDa	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_027446	chibby homolog 1-like	chibby -like protein	
BpHYR1_027468	phosphohistidine phosphatase isoform CRA_c	phosphohistidine phosphatase -like protein	
BpHYR1_027488	putative uncharacterized protein KIAA0930 homolog isoform X3	KIAA0930 (H. sapiens) -like protein	
BpHYR1_027530	cytochrome p450 3045C3	cytochrome p450 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_027584	intraflagellar transport 46 homolog	intraflagellar transport 46 -like protein	
BpHYR1_027651	titin homolog	titin -like protein	
BpHYR1_027722	transport and Golgi organization 2 homolog isoform X1	transport and Golgi organization 2-like protein	
BpHYR1_027744	UPF0553 C9orf64 homolog	C9orf64 (H. sapiens) -like protein	
BpHYR1_027748	centrosomal of 112 kDa-like	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_027757	transmembrane 256 homolog	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_027978	nuclear factor NF-kappa-B p100 subunit	nuclear factor NF-kappa-B p100 subunit -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028004	transformer-2 homolog alpha-like isoform X3	transformer-2 -like protein	
BpHYR1_028075	suppressor of tumorigenicity 14 homolog	suppressor of tumorigenicity 14 -like protein	
BpHYR1_028212	PCTP	Phosphatidylcholine transfer protein -like	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_028310	neurocalcin homolog	neurocalcin -like protein	
BpHYR1_028388	transmembrane 107-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028470	U3 small nucleolar RNA-associated 6 homolog	U3 small nucleolar RNA-associated 6-like protein	
BpHYR1_028573	transmembrane 256 homolog	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028630	dnaJ homolog subfamily B member 13-like	dnaJ -like protein	
BpHYR1_028636	vacuolar sorting-associated 51 homolog	vacuolar sorting-associated 51 -like protein	
BpHYR1_028639	UPF0396 CG6066	NKAP family protein CG6066 (D. melanogaster) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028641	transmembrane 186-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028665	FAM151B	FAM151B (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028739	methyltransferase C9orf114 homolog	methyltransferase C9orf114 (H. sapiens) -like protein	
BpHYR1_028740	tRNA (uracil(54)-C(5))-methyltransferase homolog	tRNA (uracil(54)-C(5))-methyltransferase -like protein	
BpHYR1_028759	4-beta-D-mannan mannanohydrolase)	mannan endo-1-4-beta-mannosidase (beta-mannanase) (1-4-beta-D-mannan mannanohydrolase)	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_028760	pumilio domain-containing KIAA0020 homolog	pumilio domain-containing KIAA0020 -like protein	
BpHYR1_028764	transmembrane 196-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028821	centrosomal of 135 kDa-like	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028836	notchless homolog 1	notchless-like protein	
BpHYR1_028883	HIRA	HIRA -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_028884	dnaJ homolog subfamily C member 8	dnaJ -like protein	
BpHYR1_028895	cytochrome c oxidase 20 homolog	cytochrome c oxidase 20 -like protein	
BpHYR1_028917	putative uncharacterized protein C19orf60 homolog	C19orf60 (H. sapiens) -like protein	
BpHYR1_028963	RING finger 113A	RING finger protein 113A -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_028977	sel-1 homolog 1	sel-1 -like protein	
BpHYR1_029236	RNA polymerase-associated CTR9 homolog	RNA polymerase-associated CTR9 -like protein	
BpHYR1_029324	DBH-like monooxygenase 1 homolog	DBH-like monooxygenase 1 -like protein	
BpHYR1_029482	FAM173B	Protein N-lysine methyltransferase FAM173B (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029483	exonuclease mut-7 homolog isoform X1	exonuclease mut-7 -like protein	
BpHYR1_029509	tRNA wybutosine-synthesizing 3 homolog	tRNA wybutosine-synthesizing 3 -like protein	
BpHYR1_029548	putative G- coupled receptor 139	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029628	coiled-coil domain-containing 173	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029661	U5 small nuclear ribonucleo 200 kDa helicase	U5 small nuclear ribonucleo helicase -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029681	targeting for Xklp2 homolog	targeting for Xklp2 -like protein	
BpHYR1_029725	zinc finger 271-like	zinc finger protein 271 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029756	Retrovirus-related Pol poly from transposon 297	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_029864	transferring glycosyl groups	-	SUSPECT_PRODUCT_NAMES: 12 features May contain plural
BpHYR1_029948	IST1 homolog isoform X1	IST1 -like protein	
BpHYR1_029981	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_030009	spindle assembly abnormal 6 homolog	spindle assembly abnormal 6 -like protein	
BpHYR1_030090	RNA-directed DNA polymerase homolog	RNA-directed DNA polymerase -like protein	
BpHYR1_030096	P	-	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_030166	homolog isoform X1	-	
BpHYR1_030226	FAM188B2	Inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030284	transmembrane 144-like isoform X1	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030292	Williams-Beuren syndrome chromosomal region 16 homolog	Williams-Beuren syndrome chromosomal region 16-like protein	
BpHYR1_030394	slit homolog 3	slit -like protein	
BpHYR1_030407	metallophosphoesterase 1 homolog	metallophosphoesterase 1 -like protein	
BpHYR1_030435	vacuolar sorting-associated 53 homolog	vacuolar sorting-associated 53 -like protein	
BpHYR1_030454	EBF	EBF -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_030499	cell division control 45 homolog	cell division control 45 -like protein	
BpHYR1_030552	cereblon homolog	cereblon -like protein	
BpHYR1_030595	Retrovirus-related Pol poly from transposon 412	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030629	cornifelin homolog A-like	cornifelin-like protein	
BpHYR1_030675	nanos homolog 1-like	nanos -like protein	
BpHYR1_030722	coiled-coil domain-containing KIAA1407 homolog	coiled-coil domain-containing protein	
BpHYR1_030768	testicular haploid expressed gene -like	testicular haploid expressed protein -like	
BpHYR1_030778	cornifelin homolog A-like	cornifelin A -like protein	
BpHYR1_030810	SEC13 homolog	SEC13 -like protein	
BpHYR1_030851	Retrovirus-related Pol poly from transposon 412	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030880	nuclear pore complex Nup205	nuclear pore complex protein Nup205 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030903	RING finger 157	RING finger protein 157 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_030911	hydrocephalus-inducing homolog	hydrocephalus-inducing -like protein	
BpHYR1_030945	calcium channel flower homolog	calcium channel flower -like protein	
BpHYR1_030996	Retrovirus-related Pol poly from transposon 412	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_031009	phosphatidylserine phosphatidylglycerophosphate cardiolinpin synthase and related enzymes	Phosphatidylserine/phosphatidylglycerophosphate/cardiolinpin synthase -like protein	SUSPECT_PRODUCT_NAMES: 12 features May contain plural
BpHYR1_031114	GILT	Gamma-interferon-inducible lysosomal thiol reductase -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_031212	placenta-specific gene 8	placenta-specific protein 8	
BpHYR1_031325	isoform CRA_a	-	
BpHYR1_031327	intraflagellar transport 80 homolog	intraflagellar transport 80 -like protein	
BpHYR1_031395	E3 ubiquitin- ligase RNF213-like	E3 ubiquitin-ligase RNF213-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_031397	E3 ubiquitin- ligase RNF213	E3 ubiquitin-ligase RNF213-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_031425	UPF0687 C20orf27 homolog	C20orf27 (H. sapiens) -like protein	
